,sked+time,sked_RMS,var_of_obs_x,var_of_obs_y
22591,442+49,7.45,789.7368741844284,300.7451306685366
22592,442+50,7.45,845.4338668585397,326.6123872131772
22593,443+0,7.38,1171.940414384731,256.2669552058419
22594,443+1,7.38,800.8162851909259,217.31904798499372
22595,443+2,7.38,904.1709120603915,260.9248297650872
22596,443+3,7.38,775.2317514491228,235.0464058495828
22597,443+4,7.38,816.7814534448236,233.54444238398753
22598,443+5,7.38,862.4091538210555,258.7092621706882
22599,443+6,7.38,838.0095149943778,253.066749278167
22600,443+7,7.38,921.6140152479952,235.34070968098501
22601,443+8,7.38,875.9225396433878,260.0336626282837
22602,443+9,7.38,910.7909158033783,260.56853058809014
22603,443+10,7.38,1111.1045882528156,298.9199064683452
22604,443+11,7.38,1138.716432217735,291.14668023953476
22605,443+12,7.38,1090.1570951231415,234.0643892576854
22606,443+13,7.38,1374.1140787919846,235.90677067715524
22607,443+14,7.38,1378.4676049818854,250.1624276306164
22608,443+15,7.38,1290.5578435981774,256.9283737894507
22609,443+16,7.38,1321.1599819313433,236.97931153510768
22610,443+17,7.38,1365.0164495497186,237.31748210735404
22611,443+18,7.38,1353.3165670136746,249.20821243220746
22612,443+19,7.38,1331.9743246865771,284.02890775310914
22613,443+20,7.38,1047.6763339005324,258.3600998659114
22614,443+21,7.38,1010.257954326424,271.95379695510064
22615,443+22,7.38,847.6060669275518,242.25789094626793
22616,443+23,7.38,653.5400863781225,235.24400938970786
22617,443+24,7.38,569.1968964206628,215.8593395433215
22618,443+25,7.38,722.8011912283605,207.38908832556012
22619,443+26,7.38,799.4798197459187,247.02421954314272
22620,443+27,7.38,673.1665581053256,246.0854645050351
22621,443+28,7.38,757.8573956866458,221.38127765396408
22622,443+29,7.38,998.8356246001244,177.53604926701158
22623,443+30,7.38,1150.7397504965277,169.603418449196
22624,443+31,7.38,1051.1283862876908,155.4121524169836
22625,443+32,7.38,1064.1269683742194,155.72791225826813
22626,443+33,7.38,1028.8748392101122,245.60799679644182
22627,443+34,7.38,970.748990710053,257.80265176935313
22628,443+35,7.38,1170.2653613950727,244.97936009807563
22629,443+36,7.38,1145.5566545758277,252.93863934164324
22630,443+37,7.38,1093.1363539512872,260.9433035490761
22631,443+38,7.38,927.6516669531572,292.24946979429694
22632,443+39,7.38,751.8062640728783,328.310425261252
22633,443+40,7.38,937.9135862601603,384.1868168363753
22634,443+41,7.38,1039.031876391593,377.32000406483485
22635,443+42,7.38,955.5975865784047,380.8679745860815
22636,443+43,7.38,1011.5829006498275,349.14647313002797
22637,443+44,7.38,1293.2627625947925,344.46279705425275
22638,443+45,7.38,1187.7544970722033,356.56486448523583
22639,443+46,7.38,1095.7758925822086,370.9668872378182
22640,443+47,7.38,1059.0259938234817,395.79467023416447
22641,443+48,7.38,1027.9702692437256,395.50910981942866
22642,443+49,7.38,1380.4477165699127,494.73326264214745
22643,443+50,7.38,1043.9680359125111,455.89800191309473
22644,444+0,7.36,729.283299521152,382.61177106443546
22645,444+1,7.36,916.2278205553621,368.8332215144234
22646,444+2,7.36,964.7149441919221,356.4826215159334
22647,444+3,7.36,730.9377328363042,285.55400255230586
22648,444+4,7.36,750.8105696510996,284.87140651006933
22649,444+5,7.36,834.376649275563,268.9369839428994
22650,444+6,7.36,944.137175008468,293.95400861858815
22651,444+7,7.36,1029.806187147199,379.4024979852858
22652,444+8,7.36,1117.0391969108637,312.8106194937525
22653,444+9,7.36,1150.885821382096,270.9588027683912
22654,444+10,7.36,1344.4266333276744,300.6858223516467
22655,444+11,7.36,1144.2620544623107,326.5950448072533
22656,444+12,7.36,1240.964712205092,339.61468475316997
22657,444+13,7.36,1260.351272087152,318.15713385299676
22658,444+14,7.36,1350.685165713873,314.3547656848863
22659,444+15,7.36,1615.0454791917286,337.6638068055431
22660,444+16,7.36,1463.9661585334122,337.4885352532669
22661,444+17,7.36,1367.6743427693386,262.73418619967083
22662,444+18,7.36,1678.914983272765,293.06417362968625
22663,444+19,7.36,1776.2218932071287,297.80214216356615
22664,444+20,7.36,1632.1088480445426,265.5703286408544
22665,444+21,7.36,1579.9040561906697,242.74598967588514
22666,444+22,7.36,1192.6860318659317,244.5548293259233
22667,444+23,7.36,942.4492743061415,243.87219305050584
22668,444+24,7.36,1288.1922237194917,247.19666288013846
22669,444+25,7.36,1412.762024037039,225.82167855015393
22670,444+26,7.36,1432.6624656491492,206.08656686207235
22671,444+27,7.36,1384.1885846601374,215.17371114264816
22672,444+28,7.36,1058.412028532743,223.10433015958867
22673,444+29,7.36,992.9161306064958,220.63530415220683
22674,444+30,7.36,959.1661108809012,279.3446209836455
22675,444+31,7.36,993.2747965551376,285.2344338954597
22676,444+32,7.36,988.6116938742058,327.67291974128926
22677,444+33,7.36,1198.9326989496485,357.62498692858594
22678,444+34,7.36,998.6021539634561,331.91740385103543
22679,444+35,7.36,748.6258882430096,344.06258777996516
22680,444+36,7.36,823.4371020578991,393.8233133380557
22681,444+37,7.36,1236.1837260665163,484.8147132496762
22682,444+38,7.36,1413.8189270804237,451.1966483024781
22683,444+39,7.36,1454.014990497501,445.79995287452965
22684,444+40,7.36,1446.9319868041046,385.06826983261936
22685,444+41,7.36,1467.899608693291,361.28534418846965
22686,444+42,7.36,1952.965504141891,383.1606783209951
22687,444+43,7.36,1743.3241652147665,374.68190041984894
22688,444+44,7.36,2003.4087085040455,375.69570664085995
22689,444+45,7.36,1946.049554670992,325.86183456589174
22690,444+46,7.36,1831.6526651629097,346.2171470685064
22691,444+47,7.36,1473.491091776549,305.61772129265967
22692,444+48,7.36,1634.616981476808,361.3305777324628
22693,444+49,7.36,1628.5790591932828,409.7986229206799
22694,444+50,7.36,1572.826612874243,471.70715813870765
22695,445+0,8.09,1663.4729894136972,513.9721937057533
22696,445+1,8.09,1529.323635344777,517.9264099434281
22697,445+2,8.09,1410.632452811325,458.0550466757784
22698,445+3,8.09,1290.993898682425,462.44536718158815
22699,445+4,8.09,1514.780030790223,408.8593403197759
22700,445+5,8.09,1584.1465995577455,394.5803013331007
22701,445+6,8.09,1760.766042706714,342.73166827429424
22702,445+7,8.09,1969.5639585452925,322.4997052239272
22703,445+8,8.09,1689.3230397827242,271.62770754529464
22704,445+9,8.09,1478.4643007897455,244.54123613931262
22705,445+10,8.09,1221.6303013329657,233.6601742369018
22706,445+11,8.09,1338.0996113013798,208.3432447061776
22707,445+12,8.09,1369.3677075779785,201.90992632136718
22708,445+13,8.09,1309.7547044213475,203.41996004097015
22709,445+14,8.09,896.631595112622,208.78168293344265
22710,445+15,8.09,821.270811403839,222.97795483605654
22711,445+16,8.09,785.1294665541668,223.1062449392364
22712,445+17,8.09,724.7225895609301,201.73445615925712
22713,445+18,8.09,847.2755425685855,200.17048510430666
22714,445+19,8.09,741.8935460659477,234.86596289414342
22715,445+20,8.09,801.999484152306,274.77456419133586
22716,445+21,8.09,695.4151759897422,239.18210922586383
22717,445+22,8.09,910.6412125402405,262.83057912022804
22718,445+23,8.09,1194.9347726062952,280.45240440168095
22719,445+24,8.09,1188.6759649476865,296.4992313894982
22720,445+25,8.09,1140.1045141240365,276.3148737999283
22721,445+26,8.09,1121.2666417668554,314.7197615363576
22722,445+27,8.09,1192.167324027897,310.5116234100301
22723,445+28,8.09,1088.641507307164,291.01151769428935
22724,445+29,8.09,1296.9451026610207,319.18476638673997
22725,445+30,8.09,1314.2672801514714,290.27534210759296
22726,445+31,8.09,1228.8489645380826,305.6518306071014
22727,445+32,8.09,1199.597517849424,278.87890910451847
22728,445+33,8.09,1044.5632534718366,260.15687480146704
22729,445+34,8.09,1151.5707585107318,240.26327121532813
22730,445+35,8.09,1360.5303838564207,246.44152086763586
22731,445+36,8.09,1498.1604600032333,250.40027863505838
22732,445+37,8.09,1548.4520991612276,251.5541228863725
22733,445+38,8.09,1612.927881258837,257.9298774253871
22734,445+39,8.09,1314.204783666589,211.03696554471827
22735,445+40,8.09,1284.1601395472858,229.91069721759587
22736,445+41,8.09,1323.9745157019177,231.33549334179855
22737,445+42,8.09,1549.2804955320314,367.40034005272037
22738,445+43,8.09,1399.038616014798,342.899998956655
22739,445+44,8.09,1468.7468591283389,359.3936083433689
22740,445+45,8.09,1624.4794259557136,390.3652921219902
22741,445+46,8.09,1602.6084175749486,384.89898857307264
22742,445+47,8.09,1549.3439133194706,428.7112224527245
22743,445+48,8.09,1371.7991371904054,422.6150078023092
22744,445+49,8.09,1457.9717412175517,482.15416351187895
22745,445+50,8.09,1456.3436746978548,474.01486165477905
22746,446+0,6.82,447.72548536807443,78.66319601342262
22747,446+1,6.82,523.2096934709174,92.15338573546687
22748,446+2,6.82,693.3859314326736,142.268766472278
22749,446+3,6.82,999.2487731702668,243.59281431727183
22750,446+4,6.82,1015.8419599886226,247.20934173970625
22751,446+5,6.82,1006.3749627100759,250.71929266201622
22752,446+6,6.82,1004.4216020377977,243.5863669321676
22753,446+7,6.82,1036.009699127274,267.31091769884836
22754,446+8,6.82,1287.4189143699796,292.09623071630335
22755,446+9,6.82,1399.907142019372,298.42671095810215
22756,446+10,6.82,1472.9563705463986,282.7697248648751
22757,446+11,6.82,1596.4979226280498,205.2093620286223
22758,446+12,6.82,1384.2947344680927,228.78606508558258
22759,446+13,6.82,1052.9013705281218,182.54792322722514
22760,446+14,6.82,1046.4633781088357,282.39815548775414
22761,446+15,6.82,983.3636850930866,277.33589294756985
22762,446+16,6.82,1185.5099062734687,304.0908827209565
22763,446+17,6.82,1180.2594760425345,271.17624272293716
22764,446+18,6.82,821.6280087870446,250.40437399790184
22765,446+19,6.82,728.0251386112355,237.4889137406209
22766,446+20,6.82,656.2560346312134,232.9882355255675
22767,446+21,6.82,498.4634559062923,226.45755668335505
22768,446+22,6.82,541.3213899168951,261.1919508650024
22769,446+23,6.82,555.8177198031586,226.39342900006656
22770,446+24,6.82,680.5250931381489,223.93770798775213
22771,446+25,6.82,634.4613863353039,235.59092098809145
22772,446+26,6.82,594.7398357017652,213.459213020981
22773,446+27,6.82,674.3240772959416,260.1838971254269
22774,446+28,6.82,712.129996467496,282.64433483000425
22775,446+29,6.82,1004.8591935656948,324.58524171903787
22776,446+30,6.82,1219.8954657999473,328.36270769950687
22777,446+31,6.82,1384.9590791348985,364.3139710548217
22778,446+32,6.82,1325.5945925468664,349.7420518933243
22779,446+33,6.82,1264.086792620497,363.5492444133311
22780,446+34,6.82,1333.0927277894928,321.6987626438146
22781,446+35,6.82,1393.727666630817,340.1323834785242
22782,446+36,6.82,1730.6218746604693,428.807459724735
22783,446+37,6.82,1653.905966025038,378.03811965541763
22784,446+38,6.82,1610.609403732641,370.77674049823827
22785,446+39,6.82,1222.575553342659,343.42533745654185
22786,446+40,6.82,1082.0506066719029,322.95464100708824
22787,446+41,6.82,1144.5677968855798,307.7910417542528
22788,446+42,6.82,1078.0808880333043,325.17923076153056
22789,446+43,6.82,1310.209820411809,451.2070925458434
22790,446+44,6.82,1195.2354529355061,447.9974596184055
22791,446+45,6.82,1154.33561780755,452.8571132479747
22792,446+46,6.82,929.785266773775,346.6545426098459
22793,446+47,6.82,1004.7881077503342,387.71121234303723
22794,446+48,6.82,1189.5040853911275,416.1961225893752
22795,446+49,6.82,1288.1825748838367,411.28153530419564
22796,446+50,6.82,1414.966557627645,387.8685068667369
22797,447+0,7.44,1660.8430778707714,225.20579834672992
22798,447+1,7.44,1635.0097502708213,200.69229731790404
22799,447+2,7.44,1572.5362857733915,203.66739693759857
22800,447+3,7.44,1867.4855981957435,143.11739042028933
22801,447+4,7.44,1927.4294870026743,195.4163857043991
22802,447+5,7.44,1724.512870870178,248.7699949044829
22803,447+6,7.44,1521.8343172512352,266.7180241462554
22804,447+7,7.44,1634.1337786289791,268.76521060004023
22805,447+8,7.44,1492.0331595866783,325.9686757362491
22806,447+9,7.44,1368.0125704866814,389.6391779402023
22807,447+10,7.44,1079.7314111114556,314.3804085176451
22808,447+11,7.44,1020.7359596877449,337.9694195882193
22809,447+12,7.44,929.2607747953186,332.78765027208556
22810,447+13,7.44,852.5726331788551,287.7941333437039
22811,447+14,7.44,970.947285921841,276.7571509647316
22812,447+15,7.44,1058.7361190041654,278.34269435135576
22813,447+16,7.44,921.7059311052972,277.0812129877155
22814,447+17,7.44,922.6067364903829,280.14894981409566
22815,447+18,7.44,1102.5000674821997,286.7000687699826
22816,447+19,7.44,1228.4391973186862,249.81748300656992
22817,447+20,7.44,1342.9739434160394,246.7463164471591
22818,447+21,7.44,1441.695141968057,200.52296758032148
22819,447+22,7.44,1534.3745617200448,227.25752059924716
22820,447+23,7.44,1449.3371219717658,216.42879410394227
22821,447+24,7.44,1411.4352726566276,263.91051664247414
22822,447+25,7.44,1384.2681485519036,275.4162096595359
22823,447+26,7.44,1545.6358161084656,267.0189205291119
22824,447+27,7.44,1273.535920465601,271.6102549207226
22825,447+28,7.44,1155.0631084439256,296.7121748067297
22826,447+29,7.44,1294.0474580841396,298.41259088215446
22827,447+30,7.44,1029.6766938870778,286.5796248710122
22828,447+31,7.44,1233.6157705643566,287.0023568460296
22829,447+32,7.44,1613.04182310592,363.9035618318487
22830,447+33,7.44,1535.6286425324781,399.75641166991505
22831,447+34,7.44,1598.8422381436262,373.1367090781566
22832,447+35,7.44,1795.2260322132845,379.40381089262746
22833,447+36,7.44,1669.4892613153481,356.13141191520737
22834,447+37,7.44,1585.7101017131745,398.108467808958
22835,447+38,7.44,1684.656176895186,422.06855389566937
22836,447+39,7.44,1622.6365479438039,409.22830253750965
22837,447+40,7.44,1719.3892339136341,445.76154261315435
22838,447+41,7.44,1725.4406733458331,388.35512815834306
22839,447+42,7.44,1563.075768805991,299.0476594509969
22840,447+43,7.44,1665.571292724044,307.34917597517017
22841,447+44,7.44,1623.5133213775741,293.65145991151235
22842,447+45,7.44,1354.5619505756574,289.5550345810534
22843,447+46,7.44,1391.5962733337356,351.24976393373515
22844,447+47,7.44,1468.898294262097,283.54490529458565
22845,447+48,7.44,1491.9684009341395,303.11742897930014
22846,447+49,7.44,1420.9328094698153,312.033890466784
22847,447+50,7.44,1421.5367782089938,289.9936780719641
22848,448+0,7.36,1856.570099769017,531.3253160257301
22849,448+1,7.36,1788.9747843580224,519.8396777338988
22850,448+2,7.36,1945.033267037698,505.0404203140098
22851,448+3,7.36,1899.4442913563614,430.65445126448355
22852,448+4,7.36,1584.6638513606122,389.4518019767257
22853,448+5,7.36,1436.3694893908473,349.97919516399554
22854,448+6,7.36,1175.5017979844192,323.6074179954307
22855,448+7,7.36,998.4331236412571,324.99469893392825
22856,448+8,7.36,934.0591983683269,301.2249405069301
22857,448+9,7.36,1197.2734833629215,266.73892926265876
22858,448+10,7.36,1010.6188767576837,272.67763956907027
22859,448+11,7.36,1041.8529496327485,279.14120556099
22860,448+12,7.36,1077.480860610064,296.30393909220544
22861,448+13,7.36,1108.777118944246,328.6849607592326
22862,448+14,7.36,1266.076858213441,343.62735487913017
22863,448+15,7.36,1295.9308513702422,324.4827101672626
22864,448+16,7.36,1549.591071409125,265.3223601509488
22865,448+17,7.36,1581.4530828842762,236.53776138786665
22866,448+18,7.36,1686.7847775316923,209.1950886607023
22867,448+19,7.36,1428.8030274900752,247.58825411007163
22868,448+20,7.36,1352.9875160733054,256.24143206880115
22869,448+21,7.36,1580.7053210374515,263.19027456552755
22870,448+22,7.36,1453.9305643985551,288.60568637274207
22871,448+23,7.36,1651.8499443088358,290.1295675113986
22872,448+24,7.36,1605.4691776535756,275.0455349416436
22873,448+25,7.36,1694.711474855235,281.48438084983974
22874,448+26,7.36,1439.7633081417566,277.95608747663323
22875,448+27,7.36,1319.600771829561,265.21706487462484
22876,448+28,7.36,1487.1192610440237,234.4891434925798
22877,448+29,7.36,1472.4460732760715,238.2046409788785
22878,448+30,7.36,1726.8398911631648,214.4801135010782
22879,448+31,7.36,1630.5278650270438,212.54865170662836
22880,448+32,7.36,1545.263719638228,197.659203355576
22881,448+33,7.36,1469.3724925812862,206.57312304048136
22882,448+34,7.36,1492.1328955541353,208.07635775664275
22883,448+35,7.36,1188.5226096367107,227.9966137012909
22884,448+36,7.36,1411.2301730350339,233.98299980257198
22885,448+37,7.36,1374.861328924909,244.81605699866142
22886,448+38,7.36,1439.2115084701043,245.81932396907325
22887,448+39,7.36,1588.9612509884882,241.04191813693652
22888,448+40,7.36,1440.881989730462,287.4483885281868
22889,448+41,7.36,1027.7419825603772,264.88320135418536
22890,448+42,7.36,1179.1723080192583,293.2716761729146
22891,448+43,7.36,1435.6376887957797,339.2465846481135
22892,448+44,7.36,1251.0929897137767,381.7123102154799
22893,448+45,7.36,1276.5999547076333,374.7552674870435
22894,448+46,7.36,1130.603064288437,411.8357824186413
22895,448+47,7.36,1375.9098881518942,447.5780946050153
22896,448+48,7.36,1150.2108954080784,492.5013488749558
22897,448+49,7.36,1049.4239987786643,476.4976430833193
22898,448+50,7.36,1080.8728127262434,485.71805599420327
22899,449+0,9.37,1886.5724055599771,313.1725356911192
22900,449+1,9.37,2173.425227640132,318.02116054853275
22901,449+2,9.37,1788.4731199769815,433.11433599165144
22902,449+3,9.37,1733.8862020470895,411.2109156202218
22903,449+4,9.37,1633.6106390074738,404.66208355923015
22904,449+5,9.37,1604.1098317727515,427.73471105604466
22905,449+6,9.37,1826.0646938461282,496.10976331482703
22906,449+7,9.37,1980.889676714886,469.0870517518433
22907,449+8,9.37,1850.0956146445894,396.85372095716264
22908,449+9,9.37,1796.9282008889347,495.77699621931663
22909,449+10,9.37,1809.2832248975033,549.36978038015
22910,449+11,9.37,1629.99485886488,502.6183172941109
22911,449+12,9.37,1758.2098986821547,434.27747143596923
22912,449+13,9.37,1671.9072309877154,414.1455658402473
22913,449+14,9.37,1633.5973468049053,411.5745020387995
22914,449+15,9.37,1581.3688151743056,400.09885266010855
22915,449+16,9.37,1583.5405457529553,326.8574329502291
22916,449+17,9.37,1441.372506820095,338.13854752093147
22917,449+18,9.37,1384.4562621334287,364.4615717009201
22918,449+19,9.37,1147.7936791126906,340.8474663070403
22919,449+20,9.37,1016.6778654550656,259.52400297869315
22920,449+21,9.37,981.0316421601897,284.36263517308
22921,449+22,9.37,1140.6601163500538,303.5018126156462
22922,449+23,9.37,1125.9169813033045,273.8049203826031
22923,449+24,9.37,1130.7462816614207,319.6074399059812
22924,449+25,9.37,1299.4896646063992,326.18018276310806
22925,449+26,9.37,1115.1075673567893,340.4368092033676
22926,449+27,9.37,1093.8152051071506,336.9304070683683
22927,449+28,9.37,906.0344091542081,331.11513461666254
22928,449+29,9.37,901.5915285956613,315.8916336587224
22929,449+30,9.37,928.6352589499269,312.5036945729894
22930,449+31,9.37,1104.3134959312663,302.3122509691849
22931,449+32,9.37,1040.7302119390545,291.9148948573882
22932,449+33,9.37,1084.843707976469,306.87101377310245
22933,449+34,9.37,1317.0306990847832,253.60193335019508
22934,449+35,9.37,1073.3232466674772,267.42252951516446
22935,449+36,9.37,1010.3877456530504,267.13051701140625
22936,449+37,9.37,924.2769744637382,275.59726614240174
22937,449+38,9.37,855.1420462701079,276.21871439116074
22938,449+39,9.37,1151.9198118053005,227.6768540381808
22939,449+40,9.37,1219.2057865237493,262.5334630452491
22940,449+41,9.37,1130.8968259785768,216.62507291477215
22941,449+42,9.37,898.6298490883039,182.3559614985816
22942,449+43,9.37,975.4151374421385,212.77600998529567
22943,449+44,9.37,974.2375743007918,270.3921390065367
22944,449+45,9.37,956.5393506549528,290.928678840174
22945,449+46,9.37,957.672949637208,280.7769108243166
22946,449+47,9.37,997.1858079458759,258.93039590082054
22947,449+48,9.37,1001.1215447447355,246.54596357353458
22948,449+49,9.37,815.8786405401568,275.50253256008284
22949,449+50,9.37,925.1070265291913,217.88287467968647
22950,450+0,10.08,1534.959121185197,401.84703577518167
22951,450+1,10.08,1478.3919610612725,427.3361681696074
22952,450+2,10.08,1397.0635063539505,421.8249207156139
22953,450+3,10.08,1241.8614531746534,356.0739669179583
22954,450+4,10.08,1194.1541033445499,371.5322925226531
22955,450+5,10.08,1113.7828721934081,377.9269578112168
22956,450+6,10.08,1022.0784519487194,355.47472458663924
22957,450+7,10.08,993.0748292130406,361.4510265285241
22958,450+8,10.08,1078.5011039562612,363.7826087388316
22959,450+9,10.08,855.9265236489296,318.00201582553814
22960,450+10,10.08,1165.694533462765,369.13604175284206
22961,450+11,10.08,933.033283975884,374.2916745191411
22962,450+12,10.08,827.5396094897548,423.2228949260107
22963,450+13,10.08,1142.2447675410156,488.0088099363156
22964,450+14,10.08,1198.8662299050384,424.2782331204537
22965,450+15,10.08,1119.999188723409,432.36512658469405
22966,450+16,10.08,1042.3261559403286,499.23458587908567
22967,450+17,10.08,1292.6807540913146,512.3370230000772
22968,450+18,10.08,1246.1993127372034,578.0996036169652
22969,450+19,10.08,1144.4809981448664,515.4263924572189
22970,450+20,10.08,1062.2911086694817,451.5815869781227
22971,450+21,10.08,985.291775982889,430.40046051707134
22972,450+22,10.08,1242.3137706574066,411.4019828024126
22973,450+23,10.08,913.565876954109,339.865383364566
22974,450+24,10.08,1040.5043699188445,342.93756180716554
22975,450+25,10.08,1084.347828087003,333.7265226054881
22976,450+26,10.08,1570.9425260566122,309.7582984992244
22977,450+27,10.08,1305.6200234063324,313.0822066201888
22978,450+28,10.08,1276.2040805333763,264.3237141745035
22979,450+29,10.08,1321.384789793766,298.6078334891333
22980,450+30,10.08,1138.7627901555286,288.23354157859467
22981,450+31,10.08,1171.1224451280295,258.9041011526477
22982,450+32,10.08,1389.1433099852527,316.87696825858546
22983,450+33,10.08,1544.147965630275,323.88375928043564
22984,450+34,10.08,1335.7243681021998,306.8758132514201
22985,450+35,10.08,1394.843538937192,302.8964617658581
22986,450+36,10.08,961.2568779576301,291.6138028190906
22987,450+37,10.08,996.2812355256652,284.9238559039094
22988,450+38,10.08,1197.9521813617441,318.2259209175987
22989,450+39,10.08,1706.55928202654,338.88080015173716
22990,450+40,10.08,1987.889602971787,348.12972963544576
22991,450+41,10.08,2198.184139741895,370.6012898905562
22992,450+42,10.08,1871.7087911329804,301.4480970616137
22993,450+43,10.08,1658.4957116716992,337.9359437603888
22994,450+44,10.08,1720.7323636563303,332.19978774512674
22995,450+45,10.08,1468.0580546734168,346.88423116408313
22996,450+46,10.08,1650.7025455668218,344.25546876553335
22997,450+47,10.08,1697.0760551972703,293.8262812418047
22998,450+48,10.08,1806.8199087672185,284.77471641907204
22999,450+49,10.08,1511.461102492556,282.71920805881405
23000,450+50,10.08,1341.9194272498848,324.0007036960648
23001,451+0,8.36,1381.6693031305385,339.1433356778041
23002,451+1,8.36,1349.9853883665066,365.9865147042042
23003,451+2,8.36,1727.0461872977664,357.0523265702777
23004,451+3,8.36,1519.3865651539065,384.8599667099889
23005,451+4,8.36,1123.8941936122021,275.56821065244657
23006,451+5,8.36,1075.7211227059154,261.0739764610762
23007,451+6,8.36,952.4332016485347,245.94043199766537
23008,451+7,8.36,820.1602569250858,279.43607554087134
23009,451+8,8.36,723.225817143886,243.9508257058644
23010,451+9,8.36,824.2365238399394,313.0578365263548
23011,451+10,8.36,695.6083656343982,326.7602619172938
23012,451+11,8.36,789.1089620976487,310.68490204504457
23013,451+12,8.36,575.8624203741394,313.1855615806731
23014,451+13,8.36,776.0736136270801,271.9248370656771
23015,451+14,8.36,1079.5200211883066,324.41844597060344
23016,451+15,8.36,1135.3320659986016,371.0892081714446
23017,451+16,8.36,1176.304668089065,405.7499594546607
23018,451+17,8.36,1169.3153035349128,452.7625917415668
23019,451+18,8.36,1517.3307103753343,458.17957354974874
23020,451+19,8.36,1527.4315618988999,445.07676774729396
23021,451+20,8.36,1376.2781709596159,400.82724147624435
23022,451+21,8.36,1263.4935254346728,397.42798938846227
23023,451+22,8.36,1289.7450469836376,393.7791563511855
23024,451+23,8.36,1128.5855764847704,412.8709943322383
23025,451+24,8.36,902.6757120130588,288.3189203378835
23026,451+25,8.36,1072.0821377648917,256.53255045810886
23027,451+26,8.36,982.1661767574136,236.56427531453227
23028,451+27,8.36,1051.4996282399497,204.52343970604966
23029,451+28,8.36,977.6838937451794,190.88346100843867
23030,451+29,8.36,990.8589484213165,181.86754503774293
23031,451+30,8.36,1229.2849477564425,229.38862101276038
23032,451+31,8.36,1451.9057305666424,230.17115556914484
23033,451+32,8.36,1416.3327293321488,226.22549475726873
23034,451+33,8.36,1445.424548305068,186.79163409363036
23035,451+34,8.36,1693.7059028362685,297.5172885257691
23036,451+35,8.36,1633.1273756724945,317.29566061295907
23037,451+36,8.36,1611.2132433769439,327.36797405223336
23038,451+37,8.36,1281.1671824438677,336.53765100686473
23039,451+38,8.36,1318.0412065239489,320.20434723445527
23040,451+39,8.36,1310.9539135834518,309.87809590376355
23041,451+40,8.36,1382.4129352517004,285.75102374572407
23042,451+41,8.36,1283.6209092063914,274.71946965872104
23043,451+42,8.36,1270.7056127659018,314.0406672888271
23044,451+43,8.36,1571.3762597711761,392.991819649672
23045,451+44,8.36,1228.8399342706628,307.6660434670649
23046,451+45,8.36,1354.6691725403525,353.2094322667285
23047,451+46,8.36,1197.0477157988737,309.83629437753405
23048,451+47,8.36,1230.4024265692515,293.13557253042643
23049,451+48,8.36,1355.777204540802,297.04619068125265
23050,451+49,8.36,1371.4450956033374,291.4538953369767
23051,451+50,8.36,1231.1853650372475,296.2013096635643
23052,452+0,6.95,1191.020182505031,322.00629436076
23053,452+1,6.95,1258.6106188446458,320.86144384738145
23054,452+2,6.95,1336.2626292152606,352.14002287845256
23055,452+3,6.95,1403.6912114742888,320.4874242834059
23056,452+4,6.95,1345.1927974822456,351.9202582999343
23057,452+5,6.95,1583.563749451628,308.48887719386664
23058,452+6,6.95,1455.583827542331,265.227107818857
23059,452+7,6.95,1338.1960508904551,264.4056420241715
23060,452+8,6.95,985.5430812013096,261.9981498258595
23061,452+9,6.95,1176.4913688019003,255.63685954765347
23062,452+10,6.95,1146.8681410532674,229.03295102074094
23063,452+11,6.95,1116.3831964611982,256.451569852864
23064,452+12,6.95,1181.5748364107626,238.73672245109609
23065,452+13,6.95,1183.8899777046386,281.84270157413374
23066,452+14,6.95,1150.7108455440355,291.55907200307945
23067,452+15,6.95,1102.7143502330077,291.6435001091542
23068,452+16,6.95,942.1987223498475,249.25635461291202
23069,452+17,6.95,883.6148985584682,282.7050089980404
23070,452+18,6.95,923.2504878612277,301.86747131975255
23071,452+19,6.95,804.5133742031768,298.0314790134656
23072,452+20,6.95,863.918099480975,300.2212703479806
23073,452+21,6.95,811.2373521007815,267.6843689548543
23074,452+22,6.95,749.6093489334144,250.55229155714642
23075,452+23,6.95,618.0706383617671,225.24146303775404
23076,452+24,6.95,640.8942250930635,207.9623007784578
23077,452+25,6.95,537.2251970422398,209.1358184812258
23078,452+26,6.95,509.51018038536193,216.7521615208405
23079,452+27,6.95,989.0031831354696,251.56977087234083
23080,452+28,6.95,1017.6546137306156,211.71103334682502
23081,452+29,6.95,1111.601540726969,191.40389504124653
23082,452+30,6.95,1079.957523579298,182.5881055658844
23083,452+31,6.95,1347.5815007293984,222.52278252495802
23084,452+32,6.95,1144.1492266711232,221.4921938927298
23085,452+33,6.95,1225.235126612502,226.07038393678837
23086,452+34,6.95,1510.197159131298,238.23691989380507
23087,452+35,6.95,1508.486774855927,297.632312292208
23088,452+36,6.95,1640.8737294604439,332.9980735073883
23089,452+37,6.95,1426.5501870115268,281.4691964442496
23090,452+38,6.95,1309.4604130699247,313.93412749458236
23091,452+39,6.95,1128.1530893370223,293.9484401304611
23092,452+40,6.95,902.9869284987876,321.71036340710486
23093,452+41,6.95,696.5493920899761,283.9737752757222
23094,452+42,6.95,823.8250495666869,286.9671096913221
23095,452+43,6.95,826.3468017016561,275.2420899791619
23096,452+44,6.95,551.5820923647575,279.3939199914117
23097,452+45,6.95,581.4662979888516,269.94001329267275
